batch_label,strategy_name,parent,family,group,side,description,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,cd_formula,old_ratio_cd_value,reference_safe6v2_cd_value,official_pass_mdd_lt_5,ruined,verdict
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_51_lx_deep_absorb_lx051,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_deep_absorb,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_deep_absorb; tag=lx051; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,1024,487,537,47.558594,14.048022,18.270639,3.587138,114.028108422,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),5.093376,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_22_lx_sweep_runner_lx022,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_sweep_runner,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_sweep_runner; tag=lx022; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,842,323,519,38.361045,2.413304,7.039402,4.407051,102.322120745,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.597304,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_21_lx_sweep_runner_lx021,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_sweep_runner,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_sweep_runner; tag=lx021; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,1643,390,1253,23.737066,2.384958,6.201288,3.693861,102.278359702,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.678809,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_31_lx_sweep_runner_lx031,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_sweep_runner,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_sweep_runner; tag=lx031; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,1709,442,1267,25.863078,3.236644,5.397245,3.582855,101.621014794,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.506409,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_36_lx_sweep_runner_lx036,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_sweep_runner,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_sweep_runner; tag=lx036; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,2226,363,1863,16.307278,0.489489,5.401933,4.660677,100.489488776,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.159045,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_14_lm_sweep_retest_lm014,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm014; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,104,46,58,44.230769,0.525016,0.877784,0.475883,100.397724022,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.844538,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_87_sx_vol_reversal_sx087,short_only_reference_1x,short_max_v1_improvements,sx_vol_reversal,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_vol_reversal; tag=sx087; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,6,1,5,16.666667,0.378951,0.379955,0.055385,100.324360098,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),6.860294,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_92_sx_vol_reversal_sx092,short_only_reference_1x,short_max_v1_improvements,sx_vol_reversal,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_vol_reversal; tag=sx092; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,6,1,5,16.666667,0.378951,0.379955,0.055385,100.324360098,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),6.860294,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_97_sx_vol_reversal_sx097,short_only_reference_1x,short_max_v1_improvements,sx_vol_reversal,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_vol_reversal; tag=sx097; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,6,1,5,16.666667,0.378951,0.379955,0.055385,100.324360098,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),6.860294,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_19_lm_sweep_retest_lm019,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm019; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,104,50,54,48.076923,0.42903,0.75809,0.475883,100.278599564,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.593018,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_9_lm_sweep_retest_lm009,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm009; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,106,45,61,42.45283,0.420461,0.718457,0.475883,100.239155236,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.509735,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_4_lm_sweep_retest_lm004,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_sweep_retest,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_sweep_retest; tag=lm004; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,106,40,66,37.735849,0.37401,0.713488,0.475883,100.234209356,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.499292,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_33_lm_atr_cool_lm033,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_atr_cool,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_atr_cool; tag=lm033; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,241,93,148,38.589212,0.317178,1.056052,0.818211,100.22920084,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.290685,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_95_lm_inside_reversal_lm095,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_inside_reversal,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_inside_reversal; tag=lm095; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,156,75,81,48.076923,0.173187,0.618866,0.478504,100.137401383,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.293337,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_9_sm_upper_sweep_sm009,short_beh_dd_brake,short_main_v1_improvements,sm_upper_sweep,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_upper_sweep; tag=sm009; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,38,12,26,31.578947,0.218877,0.249767,0.121694,100.127769959,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),2.05243,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_82_sx_vol_reversal_sx082,short_only_reference_1x,short_max_v1_improvements,sx_vol_reversal,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_vol_reversal; tag=sx082; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,6,3,3,50.0,0.171797,0.171797,0.053386,100.11831931,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),3.218026,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_14_sm_upper_sweep_sm014,short_beh_dd_brake,short_main_v1_improvements,sm_upper_sweep,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_upper_sweep; tag=sm014; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,38,12,26,31.578947,0.181763,0.212643,0.121694,100.090690524,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.747363,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_85_lm_inside_reversal_lm085,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_inside_reversal,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_inside_reversal; tag=lm085; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,156,67,89,42.948718,0.122039,0.66788,0.579614,100.084394638,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.152284,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_19_sm_upper_sweep_sm019,short_beh_dd_brake,short_main_v1_improvements,sm_upper_sweep,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_upper_sweep; tag=sm019; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,38,13,25,34.210526,0.166629,0.197504,0.121694,100.075570212,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.622963,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_90_lm_inside_reversal_lm090,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_inside_reversal,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_inside_reversal; tag=lm090; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,156,67,89,42.948718,0.117867,0.648965,0.570601,100.074660935,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.137336,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_52_sx_failed_breakout_sx052,short_only_reference_1x,short_max_v1_improvements,sx_failed_breakout,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_failed_breakout; tag=sx052; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,2,1,1,50.0,0.073255,0.144716,0.071358,100.073254808,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),2.02803,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_main_v1_38_lm_atr_cool_lm038,6V2_L01_doubleflush_core,long_main_v1_improvements,lm_atr_cool,long,8V11 long/short main/max no-trade-cap improvement from 6V2_L01_doubleflush_core; side=long; group=lm_atr_cool; tag=lm038; focus=long_main_v1 MDD<5 baseline: protect drawdown while adding fresh quality gates,5m,597,241,103,138,42.738589,0.25912,0.912786,0.832761,100.072423559,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.096096,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_64_sx_supply_shelf_sx064,short_only_reference_1x,short_max_v1_improvements,sx_supply_shelf,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_supply_shelf; tag=sx064; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,130,31,99,23.846154,0.072341,0.456514,0.382427,100.072341394,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.193729,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_47_sx_failed_breakout_sx047,short_only_reference_1x,short_max_v1_improvements,sx_failed_breakout,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_failed_breakout; tag=sx047; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,2,1,1,50.0,0.059254,0.130705,0.071358,100.059253655,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.83168,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_77_sm_vol_climax_sm077,short_beh_dd_brake,short_main_v1_improvements,sm_vol_climax,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_vol_climax; tag=sm077; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,8,4,4,50.0,0.048603,0.124016,0.075319,100.048603307,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.646535,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_62_sm_vol_climax_sm062,short_beh_dd_brake,short_main_v1_improvements,sm_vol_climax,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_vol_climax; tag=sm062; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,8,4,4,50.0,0.044451,0.119861,0.075319,100.04445131,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.591369,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_67_sm_vol_climax_sm067,short_beh_dd_brake,short_main_v1_improvements,sm_vol_climax,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_vol_climax; tag=sm067; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,8,4,4,50.0,0.044451,0.119861,0.075319,100.04445131,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.591369,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_72_sm_vol_climax_sm072,short_beh_dd_brake,short_main_v1_improvements,sm_vol_climax,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_vol_climax; tag=sm072; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,8,4,4,50.0,0.044451,0.119861,0.075319,100.04445131,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.591369,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_72_sx_supply_shelf_sx072,short_only_reference_1x,short_max_v1_improvements,sx_supply_shelf,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_supply_shelf; tag=sx072; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,2,2,0,100.0,0.039421,0.039421,0.0,100.03942119,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.039421,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,long_max_v1_56_lx_deep_absorb_lx056,8V4_V51_V002_core_rare22_c1,long_max_v1_improvements,lx_deep_absorb,long,8V11 long/short main/max no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; side=long; group=lx_deep_absorb; tag=lx056; focus=long_max_v1 raw cd leader: push max_return while filtering MDD spikes with fresh gates,5m,597,2,1,1,50.0,0.036857,0.04079,0.003931,100.036857053,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),10.375797,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_77_sx_supply_shelf_sx077,short_only_reference_1x,short_max_v1_improvements,sx_supply_shelf,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_supply_shelf; tag=sx077; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,2,2,0,100.0,0.034315,0.034315,0.0,100.034314942,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),0.034315,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_58_sm_ema_reject_sm058,short_beh_dd_brake,short_main_v1_improvements,sm_ema_reject,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_ema_reject; tag=sm058; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,7,4,3,57.142857,0.045209,0.054499,0.024675,100.029810076,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),2.20864,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_57_sx_failed_breakout_sx057,short_only_reference_1x,short_max_v1_improvements,sx_failed_breakout,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_failed_breakout; tag=sx057; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,2,1,1,50.0,0.021275,0.093928,0.072585,100.021275146,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.294046,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_main_v1_53_sm_ema_reject_sm053,short_beh_dd_brake,short_main_v1_improvements,sm_ema_reject,short,8V11 long/short main/max no-trade-cap improvement from short_beh_dd_brake; side=short; group=sm_ema_reject; tag=sm053; focus=short_main_v1 official baseline: maintain MDD discipline with non-duplicate short entry gates,5m,597,7,3,4,42.857143,0.040935,0.050224,0.030781,100.019428077,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),1.631677,121.7490287208,True,False,official_mdd_pass
8V11_LONG_SHORT_MAIN_MAX_400_NEW_NO_TRADE_CAP,short_max_v1_67_sx_supply_shelf_sx067,short_only_reference_1x,short_max_v1_improvements,sx_supply_shelf,short,8V11 long/short main/max no-trade-cap improvement from short_only_reference_1x; side=short; group=sx_supply_shelf; tag=sx067; focus=short_max_v1 raw cd leader: maximize downside expansion while adding fresh bounce/failure filters,5m,597,2,1,1,50.0,0.00288,0.005459,0.002579,100.002879843,100 * (1 - abs(max_drawdown_pct)/100) * (1 + max_return_pct/100),2.116903,121.7490287208,True,False,official_mdd_pass
