strategy_name,axis,parent_alias,parent_strategy,family,group,side,description,total_trades,total_wins,total_losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,old_ratio_cd_value,mdd_under_5,beats_axis_reference,reference_alias,reference_strategy,reference_cd_value,reference_max_return_pct,reference_max_drawdown_pct
long_main_v1_064_lm13_failed_break_reclaim_13,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_13,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,3622,856,2766,23.633352,-5.245934,0.333247,6.834626,93.475844,0.048759,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_052_lm13_failed_break_reclaim_01,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_01,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,4392,1136,3256,25.865209,-6.614572,0.258348,6.900043,93.340479,0.037441,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_073_lm13_failed_break_reclaim_22,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_22,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,3833,667,3166,17.401513,-6.198556,0.19979,6.852727,93.333372,0.029155,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_072_lm13_failed_break_reclaim_21,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_21,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,4210,707,3503,16.793349,-6.513635,0.233365,6.888792,93.328498,0.033876,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_060_lm13_failed_break_reclaim_09,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_09,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,3290,887,2403,26.960486,-5.13235,0.274957,6.989916,93.265822,0.039336,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_009_lm13_liquidity_spring_08,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_liquidity_spring_08,long,"long_main 기준선의 낮은 MDD를 의식하되, double flush 반복 대신 유동성 스프링 후 재상승을 포착한다.",6135,1656,4479,26.992665,-6.695424,0.448473,7.173862,93.242438,0.062515,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_074_lm13_failed_break_reclaim_23,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_23,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,3496,655,2841,18.735698,-6.040826,0.337343,7.173289,93.139856,0.047028,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_069_lm13_failed_break_reclaim_18,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_18,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,3595,758,2837,21.08484,-5.670898,0.305838,7.150278,93.133691,0.042773,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_065_lm13_failed_break_reclaim_14,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_14,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,3283,789,2494,24.032897,-5.594238,0.261037,7.246679,92.995441,0.036022,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_075_lm13_failed_break_reclaim_24,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_24,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,3172,608,2564,19.167718,-6.162862,0.28906,7.284638,92.983365,0.039681,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_070_lm13_failed_break_reclaim_19,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_19,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,3262,699,2563,21.428571,-5.996452,0.259827,7.327026,92.913763,0.035461,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_010_lm13_liquidity_spring_09,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_liquidity_spring_09,long,"long_main 기준선의 낮은 MDD를 의식하되, double flush 반복 대신 유동성 스프링 후 재상승을 포착한다.",5527,1546,3981,27.971775,-6.201501,0.143188,7.309507,92.823215,0.019589,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_019_lm13_liquidity_spring_18,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_liquidity_spring_18,long,"long_main 기준선의 낮은 MDD를 의식하되, double flush 반복 대신 유동성 스프링 후 재상승을 포착한다.",6018,1301,4717,21.618478,-7.120606,0.128269,7.549747,92.568838,0.01699,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_071_lm13_failed_break_reclaim_20,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_20,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,4583,661,3922,14.422867,-7.531894,0.237194,7.799062,92.419634,0.030413,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_066_lm13_failed_break_reclaim_15,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_15,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,4730,750,3980,15.856237,-7.616342,0.237376,7.865926,92.352779,0.030178,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_061_lm13_failed_break_reclaim_10,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_10,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,4776,828,3948,17.336683,-7.815459,0.231208,8.062547,92.150019,0.028677,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_056_lm13_failed_break_reclaim_05,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_05,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,4801,908,3893,18.912727,-7.916956,0.204703,8.138165,92.049878,0.025153,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_020_lm13_liquidity_spring_19,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_liquidity_spring_19,long,"long_main 기준선의 낮은 MDD를 의식하되, double flush 반복 대신 유동성 스프링 후 재상승을 포착한다.",5440,1237,4203,22.738971,-6.697223,0.115525,8.057657,92.048559,0.014337,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_051_lm13_failed_break_reclaim_00,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_failed_break_reclaim_00,long,저점 이탈 실패 후 회수되는 구간만 잡아 수익률을 보강한다. hard lowanchor가 아니라 reclaim buffer를 사용한다.,4822,1063,3759,22.044795,-7.945824,0.240891,8.191486,92.029672,0.029407,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
long_main_v1_008_lm13_liquidity_spring_07,long_main,long_main_v1,6V2_L01_doubleflush_core,8V13_LONG_MAIN_DIFFERENT_FLOW,lm13_liquidity_spring_07,long,"long_main 기준선의 낮은 MDD를 의식하되, double flush 반복 대신 유동성 스프링 후 재상승을 포착한다.",6835,1701,5134,24.886613,-8.022871,0.621157,8.654453,91.912947,0.071773,False,False,long_main_v1,6V2_L01_doubleflush_core,121.749029,23.9191,1.7512
